,ID_HECHO,NUM_VICTIMAS,FECHA,AÑO,MES,DÍA,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,CALLE,ALTURA,CRUCE,DIRECCION_NORMALIZADA,COMUNA,POS X,POS Y,PARTICIPANTES,VICTIMA,ACUSADO
84,2016-0111,1,8/25/2016,2016,8,25,9:30:00,9,AUTOPISTA LEOPOLDO LUGONES Y LA PAMPA,AUTOPISTA,LUGONES,Sin Altura,LA PAMPA,LUGONES y LA PAMPA,15,-58.47461905,-34.57663634,MOTO-CARGAS,MOTO,CARGAS
85,2016-0112,1,8/27/2016,2016,8,27,4:40:00,4,AUTOPISTA 25 DE MAYO AUTOPISTA 1 SUR ARTURO FRONDIZI,AUTOPISTA,AUTOPISTA 25 DE MAYO,Sin Altura,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,-58.38268809,-34.62282019,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
86,2016-0113,1,8/27/2016,2016,8,27,16:45:00,16,AV JUAN BAUTISTA ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",Sin Altura,GUARDIA NACIONAL,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9,-58.49603546,-34.64564271,PEATON-PASAJEROS,PEATON,PASAJEROS
87,2016-0114,1,8/31/2016,2016,8,31,11:20:00,11,SALGUERO 1410,CALLE,"SALGUERO, JERONIMO",1410.0,Sin Cruce,"SALGUERO, JERONIMO 1410",14,-58.41848605,-34.59394733,BICICLETA-CARGAS,BICICLETA,CARGAS
88,2016-0115,1,9/2/2016,2016,9,2,11:50:00,11,ARIAS Y TRONADOR,CALLE,ARIAS,Sin Altura,TRONADOR,ARIAS y TRONADOR,12,-58.48935041,-34.54917673,SD-CARGAS,SD,CARGAS
89,2016-0116,1,9/2/2016,2016,9,2,20:20:00,20,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,Sin Altura,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO-AUTO,MOTO,AUTO
90,2016-0117,1,9/3/2016,2016,9,3,15:30:00,15,AV DEL LIBERTADOR Y TAGLE,AVENIDA,DEL LIBERTADOR AV.,Sin Altura,TAGLE,DEL LIBERTADOR AV. y TAGLE,14,-58.39936478,-34.58271474,AUTO-AUTO,AUTO,AUTO
91,2016-0118,1,9/4/2016,2016,9,4,3:30:00,3,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Sin Altura,Sin Cruce,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 2.9,1,-58.37936704,-34.62694503,AUTO-AUTO,AUTO,AUTO
92,2016-0119,1,9/4/2016,2016,9,4,6:40:00,6,CRISOLOGO LARRALDE Y AVDA TRIUNVIRATO,AVENIDA,"LARRALDE, CRISOLOGO AV.",Sin Altura,TRIUNVIRATO AV.,"LARRALDE, CRISOLOGO AV. y TRIUNVIRATO AV.",12,-58.49659234,-34.56353635,SD-SD,SD,SD
93,2016-0122,1,9/13/2016,2016,9,13,7:10:00,7,AV EVA PERON 4233,AVENIDA,"PERON, EVA AV.",4233.0,Sin Cruce,"PERON, EVA AV. 4233",9,-58.47256391,-34.65194557,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
94,2016-0123,1,9/14/2016,2016,9,14,9:00:00,9,AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO,AVENIDA,ASAMBLEA AV.,Sin Altura,"BONORINO, ESTEBAN, CNEL. AV.","ASAMBLEA AV. y BONORINO, ESTEBAN, CNEL. AV.",7,-58.45130953,-34.64053676,MOTO-AUTO,MOTO,AUTO
95,2016-0124,1,9/16/2016,2016,9,16,15:24:00,15,AVDA RIVADAVIA Y RIVERA INDARTE,AVENIDA,RIVADAVIA AV.,Sin Altura,RIVERA INDARTE AV.,RIVADAVIA AV. y RIVERA INDARTE AV.,7,-58.46271207,-34.62884871,PEATON-PASAJEROS,PEATON,PASAJEROS
96,2016-0125,1,9/17/2016,2016,9,17,12:14:00,12,AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI,AUTOPISTA,AUTOPISTA PERITO MORENO,Sin Altura,"ALBERDI, JUAN BAUTISTA AV.","AUTOPISTA PERITO MORENO y ALBERDI, JUAN BAUTISTA AV.",10,-58.49020869,-34.64243791,MOTO-MOTO,MOTO,MOTO
97,2016-0126,2,9/18/2016,2016,9,18,22:45:00,22,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,Sin Altura,TINOGASTA,IRIGOYEN y TINOGASTA,10,-58.52572109,-34.62125906,AUTO-CARGAS,AUTO,CARGAS
98,2016-0127,1,9/24/2016,2016,9,24,10:25:00,10,AV MARIANO ACOSTA Y AV CNEL ROCA,AVENIDA,"ACOSTA, MARIANO",Sin Altura,"ROCA, CNEL. AV.","ACOSTA, MARIANO y ROCA, CNEL. AV.",8,-58.44094791,-34.66677111,PEATON-PASAJEROS,PEATON,PASAJEROS
99,2016-0128,1,10/2/2016,2016,10,2,11:30:00,11,CASTRO Y AV PAVON,AVENIDA,CASTRO,Sin Altura,PAVON AV.,CASTRO y PAVON AV.,5,-58.41914024,-34.6305389,PEATON-PASAJEROS,PEATON,PASAJEROS
100,2016-0130,1,10/4/2016,2016,10,4,12:30:00,12,AUTOPISTA 9 DE JULIO SUR Y AV BRASIL,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Sin Altura,Sin Cruce,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,-58.37910942,-34.62764717,MOTO-CARGAS,MOTO,CARGAS
101,2016-0131,1,10/9/2016,2016,10,9,19:13:00,19,MIRAVE 3500,CALLE,MIRAVE,3500.0,Sin Cruce,MIRAVE 3500,4,-58.39871183,-34.64539318,PEATON-AUTO,PEATON,AUTO
102,2016-0132,1,10/10/2016,2016,10,10,2:30:00,2,AV SAN JUAN Y 24 DE NOVIEMBRE,AVENIDA,SAN JUAN AV.,Sin Altura,24 DE NOVIEMBRE,SAN JUAN AV. y 24 DE NOVIEMBRE,3,-58.41036975,-34.62477021,AUTO-PASAJEROS,AUTO,PASAJEROS
103,2016-0133,1,10/14/2016,2016,10,14,0:05:00,0,AV LAS HERAS Y SANCHEZ DE BUSTAMANTE,AVENIDA,LAS HERAS GENERAL AV.,Sin Altura,SANCHEZ DE BUSTAMANTE,LAS HERAS GENERAL AV. y SANCHEZ DE BUSTAMANTE,14,-58.40204698,-34.5834269,MOTO-AUTO,MOTO,AUTO
104,2016-0134,1,10/23/2016,2016,10,23,5:00:00,5,AV PIEDRA BUENA Y 2 DE ABRIL 1982,AVENIDA,PIEDRA BUENA AV.,Sin Altura,2 DE ABRIL DE 1982,PIEDRA BUENA AV. y 2 DE ABRIL DE 1982,8,-58.48935287,-34.67648597,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
105,2016-0135,1,10/24/2016,2016,10,24,5:00:00,5,AV FIGUEROA ALCORTA  Y PINEDO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",Sin Altura,"PINEDO, INT.","FIGUEROA ALCORTA, PRES. AV. y PINEDO, INT.",14,-58.42260225,-34.56403694,PEATON-SD,PEATON,SD
106,2016-0136,1,10/25/2016,2016,10,25,0:00:00,0,AU BUENOS AIRES - LA PLATA KM. 4,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,Sin Altura,Sin Cruce,Sin Dirección,4,0.0,0.0,MOTO-CARGAS,MOTO,CARGAS
107,2016-0137,1,10/25/2016,2016,10,25,0:39:00,0,AV SAN MARTIN Y LADINES,AVENIDA,SAN MARTIN AV.,Sin Altura,LADINES,SAN MARTIN AV. y LADINES,11,-58.51537091,-34.59035925,MOTO-MOTO,MOTO,MOTO
108,2016-0138,1,10/27/2016,2016,10,27,20:30:00,20,AV CABILDO Y BLANCO ENCALADA,AVENIDA,CABILDO AV.,Sin Altura,BLANCO ENCALADA,CABILDO AV. y BLANCO ENCALADA,13,-58.4590967,-34.55922742,BICICLETA-CARGAS,BICICLETA,CARGAS
109,2016-0139,1,10/28/2016,2016,10,28,23:00:00,23,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",Sin Altura,DORREGO AV.,"FIGUEROA ALCORTA, PRES. AV. y DORREGO AV.",14,-58.42008769,-34.56539579,MOTO-MOTO,MOTO,MOTO
110,2016-0140,1,10/31/2016,2016,10,31,2:58:00,2,AV JURAMENTO Y VUELTA DE OBLIGADO,AVENIDA,JURAMENTO AV.,Sin Altura,VUELTA DE OBLIGADO,JURAMENTO AV. y VUELTA DE OBLIGADO,13,-58.45566399,-34.56147293,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS
111,2016-0142,1,11/5/2016,2016,11,5,23:30:00,23,AV DEL LIBERTADOR Y AV RAMOS MEJIA,AVENIDA,DEL LIBERTADOR AV.,Sin Altura,"RAMOS MEJIA, JOSE MARIA, DR. AV.","DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,MOTO-PASAJEROS,MOTO,PASAJEROS
112,2016-0143,1,11/6/2016,2016,11,6,4:41:00,4,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,Sin Altura,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO-SD,MOTO,SD
113,2016-0144,1,11/7/2016,2016,11,7,12:10:00,12,AV. ALTE. BROWN 984,AVENIDA,"BROWN, ALTE. AV.",984.0,Sin Cruce,"BROWN, ALTE. AV. 984",4,-58.35975012,-34.63343907,PEATON-PASAJEROS,PEATON,PASAJEROS
114,2016-0145,1,11/7/2016,2016,11,7,20:56:00,20,AV DEL LIBERTADOR Y LA PAMPA,AVENIDA,DEL LIBERTADOR AV.,Sin Altura,LA PAMPA,DEL LIBERTADOR AV. y LA PAMPA,13,-58.44523595,-34.55953855,MOTO-AUTO,MOTO,AUTO
115,2016-0146,1,11/9/2016,2016,11,9,20:00:00,20,PICHINCHA Y AV BRASIL,AVENIDA,PICHINCHA AV.,Sin Altura,BRASIL,PICHINCHA AV. y BRASIL,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS
116,2016-0147,1,11/16/2016,2016,11,16,21:15:00,21,AV INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,Sin Altura,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOVIL-PASAJEROS,MOVIL,PASAJEROS
117,2016-0148,1,11/16/2016,2016,11,16,22:20:00,22,AV GARMENDIA 4895,AVENIDA,GARMENDIA AV.,4895.0,Sin Cruce,GARMENDIA AV. 4895,15,-58.46536113,-34.59484504,MOTO-MOTO,MOTO,MOTO
118,2016-0150,1,11/18/2016,2016,11,18,18:20:00,18,AV AMANCIO ALCORTA Y DIOGENES TABORDA,AVENIDA,"ALCORTA, AMANCIO AV.",Sin Altura,"TABORDA, DIOGENES","ALCORTA, AMANCIO AV. y TABORDA, DIOGENES",4,-58.40879146,-34.65273216,CARGAS-CARGAS,CARGAS,CARGAS
119,2016-0152,1,11/23/2016,2016,11,23,21:10:00,21,AV PERITO MORENO Y ZUVIRIA,AVENIDA,"MORENO, PERITO AV.",Sin Altura,ZUVIRIA,"MORENO, PERITO AV. y ZUVIRIA",7,-58.46451841,-34.64991946,MOTO-AUTO,MOTO,AUTO
120,2016-0153,1,11/25/2016,2016,11,25,15:42:00,15,ARAOZ Y AV CORDOBA,AVENIDA,ARAOZ,Sin Altura,CORDOBA AV.,ARAOZ y CORDOBA AV.,15,-58.4291709,-34.59485488,PEATON-MOTO,PEATON,MOTO
121,2016-0154,1,11/26/2016,2016,11,26,14:14:00,14,AV GRAL PAZ 15200,GRAL PAZ,"PAZ, GRAL. AV.",15200.0,Sin Cruce,"PAZ, GRAL. AV. 15200",8,-58.49007772,-34.68251141,MOTO-MOTO,MOTO,MOTO
122,2016-0155,1,11/26/2016,2016,11,26,16:50:00,16,MADERO 900,CALLE,MADERO,900.0,Sin Cruce,MADERO 900,10,-58.52756365,-34.62772274,PEATON-AUTO,PEATON,AUTO
123,2016-0156,1,11/26/2016,2016,11,26,19:40:00,19,AV INDEPENDENCIA Y DEAN FUNES,AVENIDA,INDEPENDENCIA AV.,Sin Altura,DEAN FUNES,INDEPENDENCIA AV. y DEAN FUNES,3,-58.40638983,-34.61943202,MOTO-PASAJEROS,MOTO,PASAJEROS
124,2016-0157,1,12/3/2016,2016,12,3,6:40:00,6,AV JUAN B JUSTO 5645,AVENIDA,"JUSTO, JUAN B. AV.",5645.0,Sin Cruce,"JUSTO, JUAN B. AV. 5645",11,-58.47576807,-34.61740997,MOTO-MOTO,MOTO,MOTO
125,2016-0159,1,12/4/2016,2016,12,4,7:21:00,7,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,Sin Altura,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,AUTO-SD,AUTO,SD
126,2016-0160,1,12/6/2016,2016,12,6,5:30:00,5,AUTOPISTA PERITO MORENO ALTURA VELZ,AUTOPISTA,AUTOPISTA PERITO MORENO,Sin Altura,Sin Cruce,AUTOPISTA PERITO MORENO (ALTURA VELEZ SARSFIELD),9,-58.51927194,-34.63635787,CARGAS-OBJETO FIJO,CARGAS,OBJETO FIJO
127,2016-0161,1,12/6/2016,2016,12,6,7:22:00,7,AV SANTA FE Y GODOY CRUZ,AVENIDA,SANTA FE AV.,Sin Altura,GODOY CRUZ,SANTA FE AV. y GODOY CRUZ,14,-58.42525456,-34.57866344,PEATON-PASAJEROS,PEATON,PASAJEROS
128,2016-0162,1,12/7/2016,2016,12,7,5:00:00,5,AV FEDERICO LACROZE Y AV FOREST,AVENIDA,"LACROZE, FEDERICO AV.",Sin Altura,FOREST AV.,"LACROZE, FEDERICO AV. y FOREST AV.",15,-58.45396573,-34.58518167,PEATON-AUTO,PEATON,AUTO
129,2016-0163,1,12/10/2016,2016,12,10,7:30:00,7,AV GRAL PAZ Y AV GENERAL MOSCONI,GRAL PAZ,"PAZ, GRAL. AV.",Sin Altura,MOSCONI GENERAL AV.,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,-58.52340614,-34.59798754,MOTO-AUTO,MOTO,AUTO
130,2016-0164,1,12/11/2016,2016,12,11,6:16:00,6,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,Sin Altura,"POMAR, GREGORIO TTE. CNEL.","LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4,-58.42323628,-34.64119105,AUTO-AUTO,AUTO,AUTO
131,2016-0165,1,12/12/2016,2016,12,12,8:25:00,8,AV MARTIN GARCIA 300,AVENIDA,"GARCIA, MARTIN AV.",300.0,Sin Cruce,"GARCIA, MARTIN AV. 300",4,-58.36926144,-34.62841919,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
132,2016-0168,1,12/13/2016,2016,12,13,10:40:00,10,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,Sin Altura,"POMAR, GREGORIO TTE. CNEL.","LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4,-58.42323628,-34.64119105,MOTO-AUTO,MOTO,AUTO
133,2016-0169,1,12/15/2016,2016,12,15,15:30:00,15,NUÑEZ Y AV RICARDO BALBIN,AVENIDA,NU?EZ,Sin Altura,"BALBIN, RICARDO, DR. AV.","NUÃ‘EZ y BALBIN, RICARDO, DR. AV.",12,-58.47935434,-34.55676497,MOTO-PASAJEROS,MOTO,PASAJEROS
134,2016-0170,1,12/19/2016,2016,12,19,17:10:00,17,AV GRAL PAZ 4500,GRAL PAZ,"PAZ, GRAL. AV.",4500.0,Sin Cruce,"PAZ, GRAL. AV. 4500",12,-58.50598256,-34.5637998,MOTO-AUTO,MOTO,AUTO
135,2016-0171,1,12/25/2016,2016,12,25,19:00:00,19,AU BUENOS AIRES - LA PLATA Y AU 25 DE MAYO,AUTOPISTA,"HUERGO, ING. AV.",Sin Altura,AUTOPISTA 25 DE MAYO,"HUERGO, ING. AV. y AUTOPISTA 25 DE MAYO",1,-58.36607137,-34.62150748,MOTO-MOTO,MOTO,MOTO
136,2016-0172,1,12/26/2016,2016,12,26,8:00:00,8,AV GARAY Y CASTRO,AVENIDA,"GARAY, JUAN DE AV.",Sin Altura,CASTRO,"GARAY, JUAN DE AV. y CASTRO",5,-58.41918902,-34.63174259,MOTO-CARGAS,MOTO,CARGAS
137,2016-0173,1,12/26/2016,2016,12,26,19:52:00,19,AV DIRECTORIO Y AV SAN PEDRITO,AVENIDA,DIRECTORIO AV.,Sin Altura,SAN PEDRITO AV.,DIRECTORIO AV. y SAN PEDRITO AV.,7,-58.46749188,-34.63551751,MOTO-CARGAS,MOTO,CARGAS
138,2016-0175,1,12/27/2016,2016,12,27,8:15:00,8,CNEL RAMON L FALCON Y MEMBRILLAR,CALLE,"FALCON, RAMON L.,CNEL.",Sin Altura,MEMBRILLAR,"FALCON, RAMON L.,CNEL. y MEMBRILLAR",7,-58.46064174,-34.62960517,PEATON-BICICLETA,PEATON,BICICLETA
139,2016-0176,1,12/28/2016,2016,12,28,1:41:00,1,AV BELGRANO Y AV PASEO COLON,AVENIDA,BELGRANO AV.,Sin Altura,PASEO COLON AV.,BELGRANO AV. y PASEO COLON AV.,1,-58.36956186,-34.61232875,MOTO-PASAJEROS,MOTO,PASAJEROS
140,2016-0177,1,12/29/2016,2016,12,29,4:00:00,4,ARENALES 3319,CALLE,ARENALES,3319.0,Sin Cruce,ARENALES 3319,14,-58.40966671,-34.58788235,PEATON-AUTO,PEATON,AUTO
141,2016-0178,1,12/30/2016,2016,12,30,16:18:00,16,REPUBLICA BOLIVARIANA DE VENEZUELA Y SAAVEDRA,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,Sin Altura,SAAVEDRA,REPUBLICA BOLIVARIANA DE VENEZUELA y SAAVEDRA,3,-58.40288226,-34.61544091,MULTIPLE,PEATON,MULTIPLE
142,2017-0001,1,1/2/2017,2017,1,2,1:00:00,1,AV. JUAN B JUSTO Y ACHUPALLAS,AVENIDA,"JUSTO, JUAN B. AV.",Sin Altura,ACHUPALLAS,"JUSTO, JUAN B. AV. y ACHUPALLAS",11,-58.4659423,-34.61028571,MOTO-CARGAS,MOTO,CARGAS
143,2017-0003,1,1/5/2017,2017,1,5,3:10:00,3,OLAVARRIA Y AV. VELEZ SARSFIELD,AVENIDA,OLAVARRIA,Sin Altura,VELEZ SARSFIELD AV.,OLAVARRIA y VELEZ SARSFIELD AV.,4,-58.38957669,-34.64410277,CARGAS-CARGAS,CARGAS,CARGAS
144,2017-0007,1,1/11/2017,2017,1,11,17:00:00,17,LIMA Y MEXICO,CALLE,LIMA,Sin Altura,MEXICO,LIMA y MEXICO,1,-58.3816166,-34.61529543,MULTIPLE,PEATON,MULTIPLE
145,2017-0008,1,1/16/2017,2017,1,16,0:40:00,0,JOSE A CABRERA Y BONPLAND,CALLE,"CABRERA, JOSE A.",Sin Altura,BONPLAND,"CABRERA, JOSE A. y BONPLAND",14,-58.43917004,-34.58494351,MOTO-PASAJEROS,MOTO,PASAJEROS
146,2017-0009,1,1/16/2017,2017,1,16,13:56:00,13,AU 25 DE MAYO Y AV. BOEDO,AUTOPISTA,AUTOPISTA 25 DE MAYO,Sin Altura,Sin Cruce,AUTOPISTA 25 DE MAYO y BOEDO AV.,5,-58.41595919,-34.62743346,MOTO-CARGAS,MOTO,CARGAS
147,2017-0010,1,1/16/2017,2017,1,16,16:30:00,16,AV. DIRECTORIO Y RIGLOS,AVENIDA,DIRECTORIO AV.,Sin Altura,RIGLOS,DIRECTORIO AV. y RIGLOS,6,-58.4356488,-34.62828656,MOTO-AUTO,MOTO,AUTO
148,2017-0011,1,1/22/2017,2017,1,22,2:30:00,2,AV. GRAL. PAZ Y AV. R. BALBIN,GRAL PAZ,"PAZ, GRAL. AV.",Sin Altura,"BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.5007381,-34.5497951,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
149,2017-0012,1,1/24/2017,2017,1,24,14:00:00,14,TRAFUL Y DIOGENES TABORDA,CALLE,TRAFUL,Sin Altura,"TABORDA, DIOGENES","TRAFUL y TABORDA, DIOGENES",4,-58.40969005,-34.6505529,MOTO-CARGAS,MOTO,CARGAS
150,2017-0013,1,1/27/2017,2017,1,27,7:00:00,7,IRIARTE 3055,AVENIDA,"IRIARTE, GRAL. AV.",3055.0,Sin Cruce,"IRIARTE, GRAL. AV. 3055",4,-58.38972622,-34.65098981,PEATON-CARGAS,PEATON,CARGAS
151,2017-0014,1,1/28/2017,2017,1,28,8:27:34,8,AV. DONADO Y ARIAS,AVENIDA,DONADO,Sin Altura,ARIAS,DONADO y ARIAS,12,-58.49185972,-34.55046754,MULTIPLE,MOTO,MULTIPLE
152,2017-0015,1,2/2/2017,2017,2,2,15:18:03,15,CORDOBA AV. Y CALLAO,AVENIDA,CORDOBA AV.,Sin Altura,CALLAO AV.,CORDOBA AV. y CALLAO AV.,2,-58.39293417,-34.59963642,PEATON-AUTO,PEATON,AUTO
153,2017-0016,1,2/3/2017,2017,2,3,5:12:21,5,"AU 25 DE MAYO, KILOMETRO 8.3, SENTIDO HACIA PROVINCIA DE BUENOS AIRES, C.A.B.A.",AUTOPISTA,AUTOPISTA 25 DE MAYO,Sin Altura,Sin Cruce,AUTOPISTA 25 DE MAYO KM. 8.3,1,-58.38099494,-34.62288231,MOTO-CARGAS,MOTO,CARGAS
154,2017-0017,1,2/6/2017,2017,2,6,8:00:00,8,AV. JUAN B JUSTO Y PARAGUAY,AVENIDA,"JUSTO, JUAN B. AV.",Sin Altura,PARAGUAY,"JUSTO, JUAN B. AV. y PARAGUAY",14,-58.429012,-34.58095431,MOTO-AUTO,MOTO,AUTO
155,2017-0018,1,2/9/2017,2017,2,9,7:00:00,7,AV. GRAL. PAZ Y AV. DE LOS CORRALES,GRAL PAZ,"PAZ, GRAL. AV.",Sin Altura,DE LOS CORRALES AV.,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,MOTO-AUTO,MOTO,AUTO
156,2017-0021,1,2/18/2017,2017,2,18,5:30:00,5,SARMIENTO Y LIBERTAD,CALLE,SARMIENTO,Sin Altura,LIBERTAD,SARMIENTO y LIBERTAD,1,-58.38362373,-34.60509972,MOTO-PASAJEROS,MOTO,PASAJEROS
157,2017-0024,1,2/23/2017,2017,2,23,20:50:00,20,AV. RIVADAVIA 7121,AVENIDA,RIVADAVIA AV.,7121.0,Sin Cruce,RIVADAVIA AV. 7121,7,-58.46589308,-34.62955795,PEATON-PASAJEROS,PEATON,PASAJEROS
158,2017-0025,1,2/24/2017,2017,2,24,17:05:00,17,AV. FERNANDEZ DE LA CRUZ Y RIVERA INDARTE,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Sin Altura,RIVERA INDARTE AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y RIVERA INDARTE AV.",7,-58.43614426,-34.6542464,MOTO-SD,MOTO,SD
159,2017-0026,2,2/26/2017,2017,2,26,5:15:00,5,AV. PERITO MORENO Y FOURNIER,AVENIDA,"MORENO, PERITO AV.",Sin Altura,FOURNIER,"MORENO, PERITO AV. y FOURNIER",4,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
160,2017-0027,1,2/26/2017,2017,2,26,21:57:00,21,AV. CASEROS 1429,AVENIDA,CASEROS AV.,1429.0,Sin Cruce,CASEROS AV. 1429,1,-58.38332245,-34.6319325,PEATON-AUTO,PEATON,AUTO
161,2017-0028,1,2/28/2017,2017,2,28,9:20:00,9,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,GAONA AV.,Sin Altura,FRAGATA PRES. SARMIENTO,GAONA AV. y FRAGATA PRES. SARMIENTO,6,-58.45475488,-34.61196327,PEATON-AUTO,PEATON,AUTO
162,2017-0029,1,3/7/2017,2017,3,7,2:15:00,2,MOZART Y TANDIL,CALLE,MOZART,Sin Altura,TANDIL,MOZART y TANDIL,9,-58.48501341,-34.64742455,SD-AUTO,SD,AUTO
163,2017-0030,1,3/7/2017,2017,3,7,8:00:00,8,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,MOZART,Sin Altura,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,MOZART y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,9,-58.47010988,-34.65872088,AUTO-PASAJEROS,AUTO,PASAJEROS
164,2017-0031,1,3/11/2017,2017,3,11,1:30:00,1,24 DE NOVIEMBRE Y PAVON ,CALLE,24 DE NOVIEMBRE,Sin Altura,PAVON,24 DE NOVIEMBRE y PAVON,3,-58.4099756,-34.62873635,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
165,2017-0032,1,3/12/2017,2017,3,12,5:00:00,5,AV. GRAL. PAZ Y PEDRO DE MENDOZA,GRAL PAZ,"PAZ, GRAL. AV.",Sin Altura,LOS CEDROS,"PAZ, GRAL. AV. y LOS CEDROS",8,-58.48892175,-34.68359163,AUTO-AUTO,AUTO,AUTO
166,2017-0033,1,3/12/2017,2017,3,12,7:30:00,7,AV. GRAL. PAZ KM. 10,GRAL PAZ,"PAZ, GRAL. AV.",Sin Altura,"GUTIERREZ, RICARDO","PAZ, GRAL. AV. y GUTIERREZ, RICARDO",11,-58.52466448,-34.60325478,AUTO-AUTO,AUTO,AUTO
167,2017-0034,1,3/13/2017,2017,3,13,7:50:00,7,GODOY CRUZ 2651,CALLE,GODOY CRUZ,2651.0,Sin Cruce,GODOY CRUZ 2651,14,-58.42554218,-34.57929036,PEATON-AUTO,PEATON,AUTO
168,2017-0035,3,3/23/2017,2017,3,23,5:00:00,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",Sin Altura,"VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
169,2017-0036,2,3/29/2017,2017,3,29,18:00:00,18,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"PAZ, GRAL. AV.",Sin Altura,CAMPANA,"PAZ, GRAL. AV. y CAMPANA",12,-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS
170,2017-0037,1,3/31/2017,2017,3,31,3:00:00,3,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,Sin Altura,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOTO-CARGAS,MOTO,CARGAS
171,2017-0038,1,4/1/2017,2017,4,1,19:00:00,19,AV. CASTAÑARES Y LAUTARO,AVENIDA,CASTA?ARES AV.,Sin Altura,LAUTARO,CASTAÃ‘ARES AV. y LAUTARO,7,-58.44516857,-34.64363363,MOTO-AUTO,MOTO,AUTO
